Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,Yes,Travel_Frequently,600.0,Human Resources,8.0,3.0,Human Resources,1.0,1747.0,3,Female,66.0,2.0,1,Human Resources,4,Divorced,2180,9732.0,6.0,Y,No,11.0,3,3.0,80.0,1.0,6.0,0.0,2,4,2.0,1.0,2.0
31,No,Travel_Rarely,1003.0,Sales,5.0,3.0,Technical Degree,1.0,1749.0,1,Male,51.0,3.0,2,Sales Executive,3,Married,8346,20943.0,1.0,Y,No,19.0,3,3.0,80.0,1.0,6.0,3.0,3,5,2.0,0.0,2.0
27,No,Travel_Rarely,1054.0,Research & Development,8.0,3.0,Medical,1.0,1751.0,3,Female,67.0,3.0,1,Research Scientist,4,Single,3445,6152.0,1.0,Y,No,11.0,3,3.0,80.0,0.0,6.0,5.0,2,6,2.0,1.0,4.0
29,Yes,Travel_Rarely,428.0,Sales,9.0,3.0,Marketing,1.0,1752.0,2,Female,52.0,1.0,1,Sales Representative,2,Single,2760,14630.0,1.0,Y,No,13.0,3,3.0,80.0,0.0,2.0,3.0,3,2,2.0,2.0,2.0
29,No,Travel_Frequently,461.0,Research & Development,1.0,3.0,Life Sciences,1.0,1753.0,4,Male,70.0,4.0,2,Healthcare Representative,3,Single,6294,23060.0,8.0,Y,Yes,12.0,3,4.0,80.0,0.0,10.0,5.0,4,3,2.0,0.0,2.0
30,No,Travel_Rarely,979.0,Sales,15.0,2.0,Marketing,1.0,1754.0,3,Male,94.0,2.0,3,Sales Executive,1,Divorced,7140,3088.0,2.0,Y,No,11.0,3,1.0,80.0,1.0,12.0,2.0,3,7,7.0,1.0,7.0
34,No,Travel_Rarely,181.0,Research & Development,2.0,4.0,Medical,1.0,1755.0,4,Male,97.0,4.0,1,Research Scientist,4,Married,2932,5586.0,0.0,Y,Yes,14.0,3,1.0,80.0,3.0,6.0,3.0,3,5,0.0,1.0,2.0
33,No,Non-Travel,1283.0,Sales,2.0,3.0,Marketing,1.0,1756.0,4,Female,62.0,3.0,2,Sales Executive,2,Single,5147,10697.0,8.0,Y,No,15.0,3,4.0,80.0,0.0,13.0,2.0,2,11,7.0,1.0,7.0
49,No,Travel_Rarely,1313.0,Sales,11.0,4.0,Marketing,1.0,1757.0,4,Female,80.0,3.0,2,Sales Executive,4,Single,4507,8191.0,3.0,Y,No,12.0,3,3.0,80.0,0.0,8.0,1.0,4,5,1.0,0.0,4.0
33,Yes,Travel_Rarely,211.0,Sales,16.0,3.0,Life Sciences,1.0,1758.0,1,Female,74.0,3.0,3,Sales Executive,1,Single,8564,10092.0,2.0,Y,Yes,20.0,4,3.0,80.0,0.0,11.0,2.0,2,0,0.0,0.0,0.0
38,No,Travel_Frequently,594.0,Research & Development,2.0,2.0,Medical,1.0,1760.0,3,Female,75.0,2.0,1,Laboratory Technician,2,Married,2468,15963.0,4.0,Y,No,14.0,3,2.0,80.0,1.0,9.0,4.0,2,6,1.0,0.0,5.0
31,Yes,Travel_Rarely,1079.0,Sales,16.0,4.0,Marketing,1.0,1761.0,1,Male,70.0,3.0,3,Sales Executive,3,Married,8161,19002.0,2.0,Y,No,13.0,3,1.0,80.0,3.0,10.0,2.0,3,1,0.0,0.0,0.0
29,No,Travel_Rarely,590.0,Research & Development,4.0,3.0,Technical Degree,1.0,1762.0,4,Female,91.0,2.0,1,Research Scientist,1,Divorced,2109,10007.0,1.0,Y,No,13.0,3,3.0,80.0,1.0,1.0,2.0,3,1,0.0,0.0,0.0
30,No,Travel_Rarely,305.0,Research & Development,16.0,3.0,Life Sciences,1.0,1763.0,3,Male,58.0,4.0,2,Healthcare Representative,3,Married,5294,9128.0,3.0,Y,No,16.0,3,3.0,80.0,1.0,10.0,3.0,3,7,0.0,1.0,7.0
32,No,Non-Travel,953.0,Research & Development,5.0,4.0,Technical Degree,1.0,1764.0,2,Male,65.0,3.0,1,Research Scientist,2,Single,2718,17674.0,2.0,Y,No,14.0,3,2.0,80.0,0.0,12.0,3.0,3,7,7.0,0.0,7.0
38,No,Travel_Rarely,833.0,Research & Development,18.0,3.0,Medical,1.0,1766.0,2,Male,60.0,1.0,2,Healthcare Representative,4,Married,5811,24539.0,3.0,Y,Yes,16.0,3,3.0,80.0,1.0,15.0,2.0,3,1,0.0,1.0,0.0
43,Yes,Travel_Frequently,807.0,Research & Development,17.0,3.0,Technical Degree,1.0,1767.0,3,Male,38.0,2.0,1,Research Scientist,3,Married,2437,15587.0,9.0,Y,Yes,16.0,3,4.0,80.0,1.0,6.0,4.0,3,1,0.0,0.0,0.0
42,No,Travel_Rarely,855.0,Research & Development,12.0,3.0,Medical,1.0,1768.0,2,Male,57.0,3.0,1,Laboratory Technician,2,Divorced,2766,8952.0,8.0,Y,No,22.0,4,2.0,80.0,3.0,7.0,6.0,2,5,3.0,0.0,4.0
55,No,Travel_Rarely,478.0,Research & Development,2.0,3.0,Medical,1.0,1770.0,3,Male,60.0,2.0,5,Research Director,1,Married,19038,19805.0,8.0,Y,No,12.0,3,2.0,80.0,3.0,34.0,2.0,3,1,0.0,0.0,0.0
33,No,Non-Travel,775.0,Research & Development,4.0,3.0,Technical Degree,1.0,1771.0,4,Male,90.0,3.0,2,Research Scientist,2,Divorced,3055,6194.0,5.0,Y,No,15.0,3,4.0,80.0,2.0,11.0,2.0,2,9,8.0,1.0,7.0
41,No,Travel_Rarely,548.0,Research & Development,9.0,4.0,Life Sciences,1.0,1772.0,3,Male,94.0,3.0,1,Laboratory Technician,1,Divorced,2289,20520.0,1.0,Y,No,20.0,4,2.0,80.0,2.0,5.0,2.0,3,5,3.0,0.0,4.0
34,No,Non-Travel,1375.0,Sales,10.0,3.0,Life Sciences,1.0,1774.0,4,Male,87.0,3.0,2,Sales Executive,3,Divorced,4001,12313.0,1.0,Y,Yes,14.0,3,3.0,80.0,1.0,15.0,3.0,3,15,14.0,0.0,7.0
53,No,Non-Travel,661.0,Research & Development,1.0,4.0,Medical,1.0,1775.0,1,Female,60.0,2.0,4,Manufacturing Director,3,Married,12965,22308.0,4.0,Y,Yes,20.0,4,4.0,80.0,3.0,27.0,2.0,2,3,2.0,0.0,2.0
43,No,Travel_Rarely,244.0,Human Resources,2.0,3.0,Life Sciences,1.0,1778.0,2,Male,97.0,3.0,1,Human Resources,4,Single,3539,5033.0,0.0,Y,No,13.0,3,2.0,80.0,0.0,10.0,5.0,3,9,7.0,1.0,8.0
34,No,Travel_Rarely,511.0,Sales,3.0,2.0,Life Sciences,1.0,1779.0,4,Female,32.0,1.0,2,Sales Executive,4,Single,6029,25353.0,5.0,Y,No,12.0,3,1.0,80.0,0.0,6.0,3.0,3,2,2.0,2.0,2.0
21,Yes,Travel_Rarely,337.0,Sales,7.0,1.0,Marketing,1.0,1780.0,2,Male,31.0,3.0,1,Sales Representative,2,Single,2679,4567.0,1.0,Y,No,13.0,3,2.0,80.0,0.0,1.0,3.0,3,1,0.0,1.0,0.0
38,No,Travel_Rarely,1153.0,Research & Development,6.0,2.0,Other,1.0,1782.0,4,Female,40.0,2.0,1,Laboratory Technician,3,Married,3702,16376.0,1.0,Y,No,11.0,3,2.0,80.0,1.0,5.0,3.0,3,5,4.0,0.0,4.0
22,Yes,Travel_Rarely,1294.0,Research & Development,8.0,1.0,Medical,1.0,1783.0,3,Female,79.0,3.0,1,Laboratory Technician,1,Married,2398,15999.0,1.0,Y,Yes,17.0,3,3.0,80.0,0.0,1.0,6.0,3,1,0.0,0.0,0.0
31,No,Travel_Rarely,196.0,Sales,29.0,4.0,Marketing,1.0,1784.0,1,Female,91.0,2.0,2,Sales Executive,4,Married,5468,13402.0,1.0,Y,No,14.0,3,1.0,80.0,2.0,13.0,3.0,3,12,7.0,5.0,7.0
51,No,Travel_Rarely,942.0,Research & Development,3.0,3.0,Technical Degree,1.0,1786.0,1,Female,53.0,3.0,3,Manager,3,Married,13116,22984.0,2.0,Y,No,11.0,3,4.0,80.0,0.0,15.0,2.0,3,2,2.0,2.0,2.0
37,No,Travel_Rarely,589.0,Sales,9.0,2.0,Marketing,1.0,1787.0,2,Male,46.0,2.0,2,Sales Executive,2,Married,4189,8800.0,1.0,Y,No,14.0,3,1.0,80.0,2.0,5.0,2.0,3,5,2.0,0.0,3.0
46,No,Travel_Rarely,734.0,Research & Development,2.0,4.0,Medical,1.0,1789.0,3,Male,46.0,3.0,5,Research Director,4,Divorced,19328,14218.0,7.0,Y,Yes,17.0,3,3.0,80.0,1.0,24.0,3.0,3,2,1.0,2.0,2.0
36,No,Travel_Rarely,1383.0,Research & Development,10.0,3.0,Life Sciences,1.0,1790.0,4,Male,90.0,3.0,3,Healthcare Representative,1,Married,8321,25949.0,7.0,Y,Yes,13.0,3,4.0,80.0,1.0,15.0,1.0,3,12,8.0,5.0,7.0
44,Yes,Travel_Frequently,429.0,Research & Development,1.0,2.0,Medical,1.0,1792.0,3,Male,99.0,3.0,1,Research Scientist,2,Divorced,2342,11092.0,1.0,Y,Yes,12.0,3,3.0,80.0,3.0,6.0,2.0,2,5,3.0,2.0,3.0
37,No,Travel_Rarely,1239.0,Human Resources,8.0,2.0,Other,1.0,1794.0,3,Male,89.0,3.0,2,Human Resources,2,Divorced,4071,12832.0,2.0,Y,No,13.0,3,3.0,80.0,0.0,19.0,4.0,2,10,0.0,4.0,7.0
35,Yes,Travel_Rarely,303.0,Sales,27.0,3.0,Life Sciences,1.0,1797.0,3,Male,84.0,3.0,2,Sales Executive,4,Single,5813,13492.0,1.0,Y,Yes,18.0,3,4.0,80.0,0.0,10.0,2.0,3,10,7.0,7.0,7.0
33,No,Travel_Rarely,867.0,Research & Development,8.0,4.0,Life Sciences,1.0,1798.0,4,Male,90.0,4.0,1,Research Scientist,1,Married,3143,6076.0,6.0,Y,No,19.0,3,2.0,80.0,1.0,14.0,1.0,3,10,8.0,7.0,6.0
28,No,Travel_Rarely,1181.0,Research & Development,1.0,3.0,Life Sciences,1.0,1799.0,3,Male,82.0,3.0,1,Research Scientist,4,Married,2044,5531.0,1.0,Y,No,11.0,3,3.0,80.0,1.0,5.0,6.0,4,5,3.0,0.0,3.0
39,No,Travel_Rarely,1253.0,Research & Development,10.0,1.0,Medical,1.0,1800.0,3,Male,65.0,3.0,3,Research Director,3,Single,13464,7914.0,7.0,Y,No,21.0,4,3.0,80.0,0.0,9.0,3.0,3,4,3.0,2.0,2.0
46,No,Non-Travel,849.0,Sales,26.0,2.0,Life Sciences,1.0,1801.0,2,Male,98.0,2.0,2,Sales Executive,2,Single,7991,25166.0,8.0,Y,No,15.0,3,3.0,80.0,0.0,6.0,3.0,3,2,2.0,2.0,2.0
40,No,Travel_Rarely,616.0,Research & Development,2.0,2.0,Life Sciences,1.0,1802.0,3,Female,99.0,3.0,1,Laboratory Technician,1,Married,3377,25605.0,4.0,Y,No,17.0,3,4.0,80.0,1.0,7.0,5.0,2,4,3.0,0.0,2.0
42,No,Travel_Rarely,1128.0,Research & Development,13.0,3.0,Medical,1.0,1803.0,2,Male,95.0,4.0,2,Healthcare Representative,1,Married,5538,5696.0,5.0,Y,No,18.0,3,3.0,80.0,2.0,10.0,2.0,2,0,0.0,0.0,0.0
35,No,Non-Travel,1180.0,Research & Development,2.0,2.0,Medical,1.0,1804.0,2,Male,90.0,3.0,2,Manufacturing Director,4,Divorced,5762,24442.0,2.0,Y,No,14.0,3,3.0,80.0,1.0,15.0,6.0,3,7,7.0,1.0,7.0
38,No,Non-Travel,1336.0,Human Resources,2.0,3.0,Human Resources,1.0,1805.0,1,Male,100.0,3.0,1,Human Resources,2,Divorced,2592,7129.0,5.0,Y,No,13.0,3,4.0,80.0,3.0,13.0,3.0,3,11,10.0,3.0,8.0
34,Yes,Travel_Frequently,234.0,Research & Development,9.0,4.0,Life Sciences,1.0,1807.0,4,Male,93.0,3.0,2,Laboratory Technician,1,Married,5346,6208.0,4.0,Y,No,17.0,3,3.0,80.0,1.0,11.0,3.0,2,7,1.0,0.0,7.0
37,Yes,Travel_Rarely,370.0,Research & Development,10.0,4.0,Medical,1.0,1809.0,4,Male,58.0,3.0,2,Manufacturing Director,1,Single,4213,4992.0,1.0,Y,No,15.0,3,2.0,80.0,0.0,10.0,4.0,1,10,3.0,0.0,8.0
39,No,Travel_Frequently,766.0,Sales,20.0,3.0,Life Sciences,1.0,1812.0,3,Male,83.0,3.0,2,Sales Executive,4,Divorced,4127,19188.0,2.0,Y,No,18.0,3,4.0,80.0,1.0,7.0,6.0,3,2,1.0,2.0,2.0
43,No,Non-Travel,343.0,Research & Development,9.0,3.0,Life Sciences,1.0,1813.0,1,Male,52.0,3.0,1,Research Scientist,3,Single,2438,24978.0,4.0,Y,No,13.0,3,3.0,80.0,0.0,7.0,2.0,2,3,2.0,1.0,2.0
41,No,Travel_Rarely,447.0,Research & Development,5.0,3.0,Life Sciences,1.0,1814.0,2,Male,85.0,4.0,2,Healthcare Representative,2,Single,6870,15530.0,3.0,Y,No,12.0,3,1.0,80.0,0.0,11.0,3.0,1,3,2.0,1.0,2.0
41,No,Travel_Rarely,796.0,Sales,4.0,1.0,Marketing,1.0,1815.0,3,Female,81.0,3.0,3,Sales Executive,3,Divorced,10447,26458.0,0.0,Y,Yes,13.0,3,4.0,80.0,1.0,23.0,3.0,4,22,14.0,13.0,5.0
30,No,Travel_Rarely,1092.0,Research & Development,10.0,3.0,Medical,1.0,1816.0,1,Female,64.0,3.0,3,Manufacturing Director,3,Single,9667,2739.0,9.0,Y,No,14.0,3,2.0,80.0,0.0,9.0,3.0,3,7,7.0,0.0,2.0
26,Yes,Travel_Rarely,920.0,Human Resources,20.0,2.0,Medical,1.0,1818.0,4,Female,69.0,3.0,1,Human Resources,2,Married,2148,6889.0,0.0,Y,Yes,11.0,3,3.0,80.0,0.0,6.0,3.0,3,5,1.0,1.0,4.0
46,Yes,Travel_Rarely,261.0,Research & Development,21.0,2.0,Medical,1.0,1821.0,4,Female,66.0,3.0,2,Healthcare Representative,2,Married,8926,10842.0,4.0,Y,No,22.0,4,4.0,80.0,1.0,13.0,2.0,4,9,7.0,3.0,7.0
40,No,Travel_Rarely,1194.0,Research & Development,1.0,3.0,Life Sciences,1.0,1822.0,3,Female,52.0,3.0,2,Healthcare Representative,4,Divorced,6513,9060.0,4.0,Y,No,17.0,3,4.0,80.0,1.0,12.0,3.0,3,5,3.0,0.0,3.0
34,No,Travel_Rarely,810.0,Sales,8.0,2.0,Technical Degree,1.0,1823.0,2,Male,92.0,4.0,2,Sales Executive,3,Married,6799,22128.0,1.0,Y,No,21.0,4,3.0,80.0,2.0,10.0,5.0,3,10,8.0,4.0,8.0
58,No,Non-Travel,350.0,Sales,2.0,3.0,Medical,1.0,1824.0,2,Male,52.0,3.0,4,Manager,2,Divorced,16291,22577.0,4.0,Y,No,22.0,4,4.0,80.0,1.0,37.0,0.0,2,16,9.0,14.0,14.0
35,No,Travel_Rarely,185.0,Research & Development,23.0,4.0,Medical,1.0,1826.0,2,Male,91.0,1.0,1,Laboratory Technician,3,Married,2705,9696.0,0.0,Y,No,16.0,3,2.0,80.0,1.0,6.0,2.0,4,5,4.0,0.0,3.0
47,No,Travel_Rarely,1001.0,Research & Development,4.0,3.0,Life Sciences,1.0,1827.0,3,Female,92.0,2.0,3,Manufacturing Director,2,Divorced,10333,19271.0,8.0,Y,Yes,12.0,3,3.0,80.0,1.0,28.0,4.0,3,22,11.0,14.0,10.0
40,No,Travel_Rarely,750.0,Research & Development,12.0,3.0,Life Sciences,1.0,1829.0,2,Female,47.0,3.0,2,Healthcare Representative,1,Divorced,4448,10748.0,2.0,Y,No,12.0,3,2.0,80.0,1.0,15.0,3.0,3,7,4.0,7.0,7.0
54,No,Travel_Rarely,431.0,Research & Development,7.0,4.0,Medical,1.0,1830.0,4,Female,68.0,3.0,2,Research Scientist,4,Married,6854,15696.0,4.0,Y,No,15.0,3,2.0,80.0,1.0,14.0,2.0,2,7,1.0,1.0,7.0
31,No,Travel_Frequently,1125.0,Sales,7.0,4.0,Marketing,1.0,1833.0,1,Female,68.0,3.0,3,Sales Executive,1,Married,9637,8277.0,2.0,Y,No,14.0,3,4.0,80.0,2.0,9.0,3.0,3,3,2.0,2.0,2.0
28,No,Travel_Rarely,1217.0,Research & Development,1.0,3.0,Medical,1.0,1834.0,3,Female,67.0,3.0,1,Research Scientist,1,Married,3591,12719.0,1.0,Y,No,25.0,4,3.0,80.0,1.0,3.0,3.0,3,3,2.0,1.0,2.0
38,No,Travel_Rarely,723.0,Sales,2.0,4.0,Marketing,1.0,1835.0,2,Female,77.0,1.0,2,Sales Representative,4,Married,5405,4244.0,2.0,Y,Yes,20.0,4,1.0,80.0,2.0,20.0,4.0,2,4,2.0,0.0,3.0
26,No,Travel_Rarely,572.0,Sales,10.0,3.0,Medical,1.0,1836.0,3,Male,46.0,3.0,2,Sales Executive,4,Single,4684,9125.0,1.0,Y,No,13.0,3,1.0,80.0,0.0,5.0,4.0,3,5,3.0,1.0,2.0
58,No,Travel_Frequently,1216.0,Research & Development,15.0,4.0,Life Sciences,1.0,1837.0,1,Male,87.0,3.0,4,Research Director,3,Married,15787,21624.0,2.0,Y,Yes,14.0,3,2.0,80.0,0.0,23.0,3.0,3,2,2.0,2.0,2.0
18,No,Non-Travel,1431.0,Research & Development,14.0,3.0,Medical,1.0,1839.0,2,Female,33.0,3.0,1,Research Scientist,3,Single,1514,8018.0,1.0,Y,No,16.0,3,3.0,80.0,0.0,0.0,4.0,1,0,0.0,0.0,0.0
31,Yes,Travel_Rarely,359.0,Human Resources,18.0,5.0,Human Resources,1.0,1842.0,4,Male,89.0,4.0,1,Human Resources,1,Married,2956,21495.0,0.0,Y,No,17.0,3,3.0,80.0,0.0,2.0,4.0,3,1,0.0,0.0,0.0
29,Yes,Travel_Rarely,350.0,Human Resources,13.0,3.0,Human Resources,1.0,1844.0,1,Male,56.0,2.0,1,Human Resources,1,Divorced,2335,3157.0,4.0,Y,Yes,15.0,3,4.0,80.0,3.0,4.0,3.0,3,2,2.0,2.0,0.0
45,No,Non-Travel,589.0,Sales,2.0,4.0,Life Sciences,1.0,1845.0,3,Female,67.0,3.0,2,Sales Executive,3,Married,5154,19665.0,4.0,Y,No,22.0,4,2.0,80.0,2.0,10.0,3.0,4,8,7.0,5.0,7.0
36,No,Travel_Rarely,430.0,Research & Development,2.0,4.0,Other,1.0,1847.0,4,Female,73.0,3.0,2,Research Scientist,2,Married,6962,19573.0,4.0,Y,Yes,22.0,4,4.0,80.0,1.0,15.0,2.0,3,1,0.0,0.0,0.0
43,No,Travel_Frequently,1422.0,Sales,2.0,4.0,Life Sciences,1.0,1849.0,1,Male,92.0,3.0,2,Sales Executive,4,Married,5675,19246.0,1.0,Y,No,20.0,4,3.0,80.0,1.0,7.0,5.0,3,7,7.0,7.0,7.0
27,No,Travel_Frequently,1297.0,Research & Development,5.0,2.0,Life Sciences,1.0,1850.0,4,Female,53.0,3.0,1,Laboratory Technician,4,Single,2379,19826.0,0.0,Y,Yes,14.0,3,3.0,80.0,0.0,6.0,3.0,2,5,4.0,0.0,2.0
29,No,Travel_Frequently,574.0,Research & Development,20.0,1.0,Medical,1.0,1852.0,4,Male,40.0,3.0,1,Laboratory Technician,4,Married,3812,7003.0,1.0,Y,No,13.0,3,2.0,80.0,0.0,11.0,3.0,4,11,8.0,3.0,10.0
32,No,Travel_Frequently,1318.0,Sales,10.0,4.0,Marketing,1.0,1853.0,4,Male,79.0,3.0,2,Sales Executive,4,Single,4648,26075.0,8.0,Y,No,13.0,3,3.0,80.0,0.0,4.0,2.0,4,0,0.0,0.0,0.0
42,No,Non-Travel,355.0,Research & Development,10.0,4.0,Technical Degree,1.0,1854.0,3,Male,38.0,3.0,1,Research Scientist,3,Married,2936,6161.0,3.0,Y,No,22.0,4,2.0,80.0,2.0,10.0,1.0,2,6,3.0,3.0,3.0
47,No,Travel_Rarely,207.0,Research & Development,9.0,4.0,Life Sciences,1.0,1856.0,2,Female,64.0,3.0,1,Laboratory Technician,3,Single,2105,5411.0,4.0,Y,No,12.0,3,3.0,80.0,0.0,7.0,2.0,3,2,2.0,2.0,0.0
46,No,Travel_Rarely,706.0,Research & Development,2.0,2.0,Life Sciences,1.0,1857.0,4,Male,82.0,3.0,3,Manufacturing Director,4,Divorced,8578,19989.0,3.0,Y,No,14.0,3,3.0,80.0,1.0,12.0,4.0,2,9,8.0,4.0,7.0
28,No,Non-Travel,280.0,Human Resources,1.0,2.0,Life Sciences,1.0,1858.0,3,Male,43.0,3.0,1,Human Resources,4,Divorced,2706,10494.0,1.0,Y,No,15.0,3,2.0,80.0,1.0,3.0,2.0,3,3,2.0,2.0,2.0
29,No,Travel_Rarely,726.0,Research & Development,29.0,1.0,Life Sciences,1.0,1859.0,4,Male,93.0,1.0,2,Healthcare Representative,3,Divorced,6384,21143.0,8.0,Y,No,17.0,3,4.0,80.0,2.0,11.0,3.0,3,7,0.0,1.0,6.0
42,No,Travel_Rarely,1142.0,Research & Development,8.0,3.0,Life Sciences,1.0,1860.0,4,Male,81.0,3.0,1,Laboratory Technician,3,Single,3968,13624.0,4.0,Y,No,13.0,3,4.0,80.0,0.0,8.0,3.0,3,0,0.0,0.0,0.0
32,Yes,Travel_Rarely,414.0,Sales,2.0,4.0,Marketing,1.0,1862.0,3,Male,82.0,2.0,2,Sales Executive,2,Single,9907,26186.0,7.0,Y,Yes,12.0,3,3.0,80.0,0.0,7.0,3.0,2,2,2.0,2.0,2.0
46,No,Travel_Rarely,1319.0,Sales,3.0,3.0,Technical Degree,1.0,1863.0,1,Female,45.0,4.0,4,Sales Executive,1,Divorced,13225,7739.0,2.0,Y,No,12.0,3,4.0,80.0,1.0,25.0,5.0,3,19,17.0,2.0,8.0
27,No,Travel_Rarely,728.0,Sales,23.0,1.0,Medical,1.0,1864.0,2,Female,36.0,2.0,2,Sales Representative,3,Married,3540,7018.0,1.0,Y,No,21.0,4,4.0,80.0,1.0,9.0,5.0,3,9,8.0,5.0,8.0
29,No,Travel_Rarely,352.0,Human Resources,6.0,1.0,Medical,1.0,1865.0,4,Male,87.0,2.0,1,Human Resources,2,Married,2804,15434.0,1.0,Y,No,11.0,3,4.0,80.0,0.0,1.0,3.0,3,1,0.0,0.0,0.0
43,No,Travel_Rarely,823.0,Research & Development,6.0,3.0,Medical,1.0,1866.0,1,Female,81.0,2.0,5,Manager,3,Married,19392,22539.0,7.0,Y,No,13.0,3,4.0,80.0,0.0,21.0,2.0,3,16,12.0,6.0,14.0
48,No,Travel_Rarely,1224.0,Research & Development,10.0,3.0,Life Sciences,1.0,1867.0,4,Male,91.0,2.0,5,Research Director,2,Married,19665,13583.0,4.0,Y,No,12.0,3,4.0,80.0,0.0,29.0,3.0,3,22,10.0,12.0,9.0
29,Yes,Travel_Frequently,459.0,Research & Development,24.0,2.0,Life Sciences,1.0,1868.0,4,Male,73.0,2.0,1,Research Scientist,4,Single,2439,14753.0,1.0,Y,Yes,24.0,4,2.0,80.0,0.0,1.0,3.0,2,1,0.0,1.0,0.0
46,Yes,Travel_Rarely,1254.0,Sales,10.0,3.0,Life Sciences,1.0,1869.0,3,Female,64.0,3.0,3,Sales Executive,2,Married,7314,14011.0,5.0,Y,No,21.0,4,3.0,80.0,3.0,14.0,2.0,3,8,7.0,0.0,7.0
27,No,Travel_Frequently,1131.0,Research & Development,15.0,3.0,Life Sciences,1.0,1870.0,4,Female,77.0,2.0,1,Research Scientist,1,Married,4774,23844.0,0.0,Y,No,19.0,3,4.0,80.0,1.0,8.0,2.0,2,7,6.0,7.0,3.0
39,No,Travel_Rarely,835.0,Research & Development,19.0,4.0,Other,1.0,1871.0,4,Male,41.0,3.0,2,Research Scientist,4,Divorced,3902,5141.0,8.0,Y,No,14.0,3,2.0,80.0,3.0,7.0,2.0,3,2,2.0,2.0,2.0
55,No,Travel_Rarely,836.0,Research & Development,2.0,4.0,Technical Degree,1.0,1873.0,2,Male,98.0,2.0,1,Research Scientist,4,Married,2662,7975.0,8.0,Y,No,20.0,4,2.0,80.0,1.0,19.0,2.0,4,5,2.0,0.0,4.0
28,No,Travel_Rarely,1172.0,Sales,3.0,3.0,Medical,1.0,1875.0,2,Female,78.0,3.0,1,Sales Representative,2,Married,2856,3692.0,1.0,Y,No,19.0,3,4.0,80.0,1.0,1.0,3.0,3,1,0.0,0.0,0.0
30,Yes,Travel_Rarely,945.0,Sales,9.0,3.0,Medical,1.0,1876.0,2,Male,89.0,3.0,1,Sales Representative,4,Single,1081,16019.0,1.0,Y,No,13.0,3,3.0,80.0,0.0,1.0,3.0,2,1,0.0,0.0,0.0
22,Yes,Travel_Rarely,391.0,Research & Development,7.0,1.0,Life Sciences,1.0,1878.0,4,Male,75.0,3.0,1,Research Scientist,2,Single,2472,26092.0,1.0,Y,Yes,23.0,4,1.0,80.0,0.0,1.0,2.0,3,1,0.0,0.0,0.0
36,No,Travel_Rarely,1266.0,Sales,10.0,4.0,Technical Degree,1.0,1880.0,2,Female,63.0,2.0,2,Sales Executive,3,Married,5673,6060.0,1.0,Y,Yes,13.0,3,1.0,80.0,1.0,10.0,4.0,3,10,9.0,1.0,7.0
31,No,Travel_Rarely,311.0,Research & Development,20.0,3.0,Life Sciences,1.0,1881.0,2,Male,89.0,3.0,2,Laboratory Technician,3,Divorced,4197,18624.0,1.0,Y,No,11.0,3,1.0,80.0,1.0,10.0,2.0,3,10,8.0,0.0,2.0
34,No,Travel_Rarely,1480.0,Sales,4.0,3.0,Life Sciences,1.0,1882.0,3,Male,64.0,3.0,3,Sales Executive,4,Married,9713,24444.0,2.0,Y,Yes,13.0,3,4.0,80.0,3.0,9.0,3.0,3,5,3.0,1.0,0.0
29,No,Travel_Rarely,592.0,Research & Development,7.0,3.0,Life Sciences,1.0,1883.0,4,Male,59.0,3.0,1,Laboratory Technician,1,Single,2062,19384.0,3.0,Y,No,14.0,3,2.0,80.0,0.0,11.0,2.0,3,3,2.0,1.0,2.0
37,No,Travel_Rarely,783.0,Research & Development,7.0,4.0,Medical,1.0,1885.0,4,Male,78.0,3.0,2,Research Scientist,1,Married,4284,13588.0,5.0,Y,Yes,22.0,4,3.0,80.0,1.0,16.0,2.0,3,5,3.0,0.0,4.0
35,No,Travel_Rarely,219.0,Research & Development,16.0,2.0,Other,1.0,1886.0,4,Female,44.0,2.0,2,Manufacturing Director,2,Married,4788,25388.0,0.0,Y,Yes,11.0,3,4.0,80.0,0.0,4.0,2.0,3,3,2.0,0.0,2.0
45,No,Travel_Rarely,556.0,Research & Development,25.0,2.0,Life Sciences,1.0,1888.0,2,Female,93.0,2.0,2,Manufacturing Director,4,Married,5906,23888.0,0.0,Y,No,13.0,3,4.0,80.0,2.0,10.0,2.0,2,9,8.0,3.0,8.0
36,No,Travel_Frequently,1213.0,Human Resources,2.0,1.0,Human Resources,1.0,1890.0,2,Male,94.0,2.0,2,Human Resources,4,Single,3886,4223.0,1.0,Y,No,21.0,4,4.0,80.0,0.0,10.0,2.0,2,10,1.0,0.0,8.0
40,No,Travel_Rarely,1137.0,Research & Development,1.0,4.0,Life Sciences,1.0,1892.0,1,Male,98.0,3.0,4,Manager,1,Divorced,16823,18991.0,2.0,Y,No,11.0,3,1.0,80.0,1.0,22.0,3.0,3,19,7.0,11.0,16.0
