Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36.0,12846,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12847,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12848,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12849,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12851,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12852,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12853,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12854,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12855,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12856,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12858,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12859,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12860,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12862,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12863,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12864,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12865,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12866,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12867,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12868,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12869,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12870,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12871,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12872,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12873,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12874,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12875,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12876,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12877,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12878,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12879,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12880,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12881,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12882,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12883,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12884,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12885,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12886,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12887,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12888,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12889,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12890,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12891,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12892,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12893,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12894,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12895,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12896,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12897,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12898,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12899,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12900,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12901,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12902,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12903,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12904,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12905,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12906,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12907,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12908,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12909,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12910,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12911,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12912,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12913,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12914,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12915,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12916,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12917,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12918,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12919,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12920,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12921,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12922,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12923,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12924,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12925,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12926,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12927,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12928,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12929,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12930,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12931,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12932,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12933,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12934,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12935,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12936,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12938,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12939,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12940,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12941,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12942,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12943,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12944,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12945,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,12946,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Xbox(Xseries),3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
